survey_cycle,department,sub_department,question_id,question_text,theme,avg_score,response_count,favorable_pct,enps_score
2021-Q2,Customer Success,,MGE5,My manager treats all team members fairly and equitably.,Manager Effectiveness,4.1,9,0.85,34.5
2021-Q2,Customer Success,,REC1,I receive adequate recognition when I do good work.,Recognition,3.3,9,0.49,34.5
2021-Q2,Customer Success,,REC2,Recognition at this company is given fairly and consistently.,Recognition,3.3,9,0.49,34.5
2021-Q2,Customer Success,,REC3,My contributions are valued by my team and leadership.,Recognition,3.3,9,0.49,34.5
2021-Q2,Customer Success,,RES1,I have access to the tools and technology I need to do my job effectively.,Resources & Enablement,3.7,9,0.67,34.5
2021-Q2,Customer Success,,RES2,I have the information and context I need to make good decisions in my role.,Resources & Enablement,3.7,9,0.68,34.5
2021-Q2,Customer Success,,RES3,Our team processes and workflows enable me to do my best work.,Resources & Enablement,3.7,9,0.62,34.5
2021-Q2,Customer Success,,WLB1,I am able to maintain a healthy balance between my work and personal life.,Work-Life Balance,3.5,9,0.6,34.5
2021-Q2,Customer Success,,WLB2,My workload is manageable and sustainable.,Work-Life Balance,3.5,9,0.57,34.5
2021-Q2,Customer Success,,WLB3,I feel supported when I need to take time off for personal reasons.,Work-Life Balance,3.5,9,0.6,34.5
2021-Q2,Engineering,,CGD1,I have access to the learning and development opportunities I need to grow in my career.,Career Growth & Development,3.4,32,0.58,24.4
2021-Q2,Engineering,,CGD2,I can see a clear path for my career progression at this company.,Career Growth & Development,3.4,32,0.57,24.4
2021-Q2,Engineering,,CGD3,The work I do is meaningful and contributes to my professional growth.,Career Growth & Development,3.4,32,0.56,24.4
2021-Q2,Engineering,,COM1,I receive clear and timely communication about company strategy and direction.,Communication,3.5,32,0.58,24.4
2021-Q2,Engineering,,COM2,I understand how my work contributes to the company's goals.,Communication,3.5,32,0.54,24.4
2021-Q2,Engineering,,COM3,Cross-team communication and collaboration is effective.,Communication,3.5,32,0.56,24.4
2021-Q2,Engineering,,CUL1,I feel a strong sense of belonging at this company.,Company Culture,4.0,32,0.78,24.4
2021-Q2,Engineering,,CUL2,The company's values are reflected in how we operate day-to-day.,Company Culture,4.0,32,0.82,24.4
2021-Q2,Engineering,,CUL3,I trust the leadership team to make good decisions for the company.,Company Culture,4.0,32,0.82,24.4
2021-Q2,Engineering,,ENG1,I would recommend this company as a great place to work.,Employee Engagement,3.7,32,0.71,24.4
2021-Q2,Engineering,,ENG2,I see myself still working here in two years.,Employee Engagement,3.7,32,0.69,24.4
2021-Q2,Engineering,,ENG3,I am proud to tell others I work at this company.,Employee Engagement,3.7,32,0.64,24.4
2021-Q2,Engineering,,ENG4,I feel motivated to go above and beyond what is expected of me.,Employee Engagement,3.7,32,0.69,24.4
2021-Q2,Engineering,,MGE1,My manager gives me regular and meaningful feedback on my work.,Manager Effectiveness,3.9,32,0.75,24.4
2021-Q2,Engineering,,MGE2,My manager supports my professional development and career growth.,Manager Effectiveness,3.9,32,0.75,24.4
2021-Q2,Engineering,,MGE3,My manager keeps me informed about how my work connects to the broader picture.,Manager Effectiveness,3.9,32,0.76,24.4
2021-Q2,Engineering,,MGE4,My manager creates an environment where I feel comfortable raising concerns.,Manager Effectiveness,3.9,32,0.73,24.4
2021-Q2,Engineering,,MGE5,My manager treats all team members fairly and equitably.,Manager Effectiveness,3.9,32,0.73,24.4
2021-Q2,Engineering,,REC1,I receive adequate recognition when I do good work.,Recognition,3.1,32,0.4,24.4
2021-Q2,Engineering,,REC2,Recognition at this company is given fairly and consistently.,Recognition,3.1,32,0.39,24.4
2021-Q2,Engineering,,REC3,My contributions are valued by my team and leadership.,Recognition,3.1,32,0.44,24.4
2021-Q2,Engineering,,RES1,I have access to the tools and technology I need to do my job effectively.,Resources & Enablement,4.0,32,0.77,24.4
2021-Q2,Engineering,,RES2,I have the information and context I need to make good decisions in my role.,Resources & Enablement,4.0,32,0.81,24.4
2021-Q2,Engineering,,RES3,Our team processes and workflows enable me to do my best work.,Resources & Enablement,4.0,32,0.8,24.4
2021-Q2,Engineering,,WLB1,I am able to maintain a healthy balance between my work and personal life.,Work-Life Balance,3.2,32,0.44,24.4
2021-Q2,Engineering,,WLB2,My workload is manageable and sustainable.,Work-Life Balance,3.2,32,0.45,24.4
2021-Q2,Engineering,,WLB3,I feel supported when I need to take time off for personal reasons.,Work-Life Balance,3.2,32,0.46,24.4
2021-Q2,G&A,,CGD1,I have access to the learning and development opportunities I need to grow in my career.,Career Growth & Development,3.2,4,0.45,21.7
2021-Q2,G&A,,CGD2,I can see a clear path for my career progression at this company.,Career Growth & Development,3.2,4,0.48,21.7
2021-Q2,G&A,,CGD3,The work I do is meaningful and contributes to my professional growth.,Career Growth & Development,3.2,4,0.46,21.7
2021-Q2,G&A,,COM1,I receive clear and timely communication about company strategy and direction.,Communication,3.5,4,0.59,21.7
2021-Q2,G&A,,COM2,I understand how my work contributes to the company's goals.,Communication,3.5,4,0.6,21.7
2021-Q2,G&A,,COM3,Cross-team communication and collaboration is effective.,Communication,3.5,4,0.6,21.7
2021-Q2,G&A,,CUL1,I feel a strong sense of belonging at this company.,Company Culture,3.8,4,0.72,21.7
2021-Q2,G&A,,CUL2,The company's values are reflected in how we operate day-to-day.,Company Culture,3.8,4,0.71,21.7
2021-Q2,G&A,,CUL3,I trust the leadership team to make good decisions for the company.,Company Culture,3.8,4,0.75,21.7
2021-Q2,G&A,,ENG1,I would recommend this company as a great place to work.,Employee Engagement,3.6,4,0.64,21.7
2021-Q2,G&A,,ENG2,I see myself still working here in two years.,Employee Engagement,3.6,4,0.61,21.7
2021-Q2,G&A,,ENG3,I am proud to tell others I work at this company.,Employee Engagement,3.6,4,0.6,21.7
2021-Q2,G&A,,ENG4,I feel motivated to go above and beyond what is expected of me.,Employee Engagement,3.6,4,0.63,21.7
2021-Q2,G&A,,MGE1,My manager gives me regular and meaningful feedback on my work.,Manager Effectiveness,3.9,4,0.74,21.7
2021-Q2,G&A,,MGE2,My manager supports my professional development and career growth.,Manager Effectiveness,3.9,4,0.72,21.7
2021-Q2,G&A,,MGE3,My manager keeps me informed about how my work connects to the broader picture.,Manager Effectiveness,3.9,4,0.74,21.7
2021-Q2,G&A,,MGE4,My manager creates an environment where I feel comfortable raising concerns.,Manager Effectiveness,3.9,4,0.72,21.7
2021-Q2,G&A,,MGE5,My manager treats all team members fairly and equitably.,Manager Effectiveness,3.9,4,0.76,21.7
2021-Q2,G&A,,REC1,I receive adequate recognition when I do good work.,Recognition,3.3,4,0.49,21.7
2021-Q2,G&A,,REC2,Recognition at this company is given fairly and consistently.,Recognition,3.3,4,0.51,21.7
2021-Q2,G&A,,REC3,My contributions are valued by my team and leadership.,Recognition,3.3,4,0.51,21.7
2021-Q2,G&A,,RES1,I have access to the tools and technology I need to do my job effectively.,Resources & Enablement,3.7,4,0.64,21.7
2021-Q2,G&A,,RES2,I have the information and context I need to make good decisions in my role.,Resources & Enablement,3.7,4,0.68,21.7
2021-Q2,G&A,,RES3,Our team processes and workflows enable me to do my best work.,Resources & Enablement,3.7,4,0.65,21.7
2021-Q2,G&A,,WLB1,I am able to maintain a healthy balance between my work and personal life.,Work-Life Balance,3.7,4,0.66,21.7
2021-Q2,G&A,,WLB2,My workload is manageable and sustainable.,Work-Life Balance,3.7,4,0.66,21.7
2021-Q2,G&A,,WLB3,I feel supported when I need to take time off for personal reasons.,Work-Life Balance,3.7,4,0.66,21.7
2021-Q2,Marketing,,CGD1,I have access to the learning and development opportunities I need to grow in my career.,Career Growth & Development,3.4,6,0.54,30.2
2021-Q2,Marketing,,CGD2,I can see a clear path for my career progression at this company.,Career Growth & Development,3.4,6,0.54,30.2
2021-Q2,Marketing,,CGD3,The work I do is meaningful and contributes to my professional growth.,Career Growth & Development,3.4,6,0.52,30.2
2021-Q2,Marketing,,COM1,I receive clear and timely communication about company strategy and direction.,Communication,3.5,6,0.56,30.2
2021-Q2,Marketing,,COM2,I understand how my work contributes to the company's goals.,Communication,3.5,6,0.59,30.2
2021-Q2,Marketing,,COM3,Cross-team communication and collaboration is effective.,Communication,3.5,6,0.57,30.2
2021-Q2,Marketing,,CUL1,I feel a strong sense of belonging at this company.,Company Culture,4.0,6,0.82,30.2
2021-Q2,Marketing,,CUL2,The company's values are reflected in how we operate day-to-day.,Company Culture,4.0,6,0.81,30.2
2021-Q2,Marketing,,CUL3,I trust the leadership team to make good decisions for the company.,Company Culture,4.0,6,0.78,30.2
2021-Q2,Marketing,,ENG1,I would recommend this company as a great place to work.,Employee Engagement,3.7,6,0.69,30.2
2021-Q2,Marketing,,ENG2,I see myself still working here in two years.,Employee Engagement,3.7,6,0.7,30.2
2021-Q2,Marketing,,ENG3,I am proud to tell others I work at this company.,Employee Engagement,3.7,6,0.7,30.2
2021-Q2,Marketing,,ENG4,I feel motivated to go above and beyond what is expected of me.,Employee Engagement,3.7,6,0.67,30.2
2021-Q2,Marketing,,MGE1,My manager gives me regular and meaningful feedback on my work.,Manager Effectiveness,3.9,6,0.71,30.2
2021-Q2,Marketing,,MGE2,My manager supports my professional development and career growth.,Manager Effectiveness,3.9,6,0.76,30.2
2021-Q2,Marketing,,MGE3,My manager keeps me informed about how my work connects to the broader picture.,Manager Effectiveness,3.9,6,0.72,30.2
2021-Q2,Marketing,,MGE4,My manager creates an environment where I feel comfortable raising concerns.,Manager Effectiveness,3.9,6,0.71,30.2
2021-Q2,Marketing,,MGE5,My manager treats all team members fairly and equitably.,Manager Effectiveness,3.9,6,0.76,30.2
2021-Q2,Marketing,,REC1,I receive adequate recognition when I do good work.,Recognition,3.5,6,0.59,30.2
2021-Q2,Marketing,,REC2,Recognition at this company is given fairly and consistently.,Recognition,3.5,6,0.58,30.2
2021-Q2,Marketing,,REC3,My contributions are valued by my team and leadership.,Recognition,3.5,6,0.6,30.2
2021-Q2,Marketing,,RES1,I have access to the tools and technology I need to do my job effectively.,Resources & Enablement,3.5,6,0.58,30.2
2021-Q2,Marketing,,RES2,I have the information and context I need to make good decisions in my role.,Resources & Enablement,3.5,6,0.57,30.2
2021-Q2,Marketing,,RES3,Our team processes and workflows enable me to do my best work.,Resources & Enablement,3.5,6,0.53,30.2
2021-Q2,Marketing,,WLB1,I am able to maintain a healthy balance between my work and personal life.,Work-Life Balance,3.5,6,0.58,30.2
2021-Q2,Marketing,,WLB2,My workload is manageable and sustainable.,Work-Life Balance,3.5,6,0.59,30.2
2021-Q2,Marketing,,WLB3,I feel supported when I need to take time off for personal reasons.,Work-Life Balance,3.5,6,0.56,30.2
2021-Q2,People,,CGD1,I have access to the learning and development opportunities I need to grow in my career.,Career Growth & Development,3.4,4,0.56,28.8
2021-Q2,People,,CGD2,I can see a clear path for my career progression at this company.,Career Growth & Development,3.4,4,0.55,28.8
2021-Q2,People,,CGD3,The work I do is meaningful and contributes to my professional growth.,Career Growth & Development,3.4,4,0.54,28.8
2021-Q2,People,,COM1,I receive clear and timely communication about company strategy and direction.,Communication,3.5,4,0.53,28.8
2021-Q2,People,,COM2,I understand how my work contributes to the company's goals.,Communication,3.5,4,0.56,28.8
2021-Q2,People,,COM3,Cross-team communication and collaboration is effective.,Communication,3.5,4,0.54,28.8
2021-Q2,People,,CUL1,I feel a strong sense of belonging at this company.,Company Culture,4.1,4,0.86,28.8
2021-Q2,People,,CUL2,The company's values are reflected in how we operate day-to-day.,Company Culture,4.1,4,0.84,28.8
2021-Q2,People,,CUL3,I trust the leadership team to make good decisions for the company.,Company Culture,4.1,4,0.88,28.8
2021-Q2,People,,ENG1,I would recommend this company as a great place to work.,Employee Engagement,3.7,4,0.69,28.8
2021-Q2,People,,ENG2,I see myself still working here in two years.,Employee Engagement,3.7,4,0.7,28.8
2021-Q2,People,,ENG3,I am proud to tell others I work at this company.,Employee Engagement,3.7,4,0.67,28.8
2021-Q2,People,,ENG4,I feel motivated to go above and beyond what is expected of me.,Employee Engagement,3.7,4,0.7,28.8
2021-Q2,People,,MGE1,My manager gives me regular and meaningful feedback on my work.,Manager Effectiveness,4.1,4,0.85,28.8
2021-Q2,People,,MGE2,My manager supports my professional development and career growth.,Manager Effectiveness,4.1,4,0.83,28.8
2021-Q2,People,,MGE3,My manager keeps me informed about how my work connects to the broader picture.,Manager Effectiveness,4.1,4,0.81,28.8
2021-Q2,People,,MGE4,My manager creates an environment where I feel comfortable raising concerns.,Manager Effectiveness,4.1,4,0.84,28.8
2021-Q2,People,,MGE5,My manager treats all team members fairly and equitably.,Manager Effectiveness,4.1,4,0.85,28.8
2021-Q2,People,,REC1,I receive adequate recognition when I do good work.,Recognition,3.3,4,0.48,28.8
2021-Q2,People,,REC2,Recognition at this company is given fairly and consistently.,Recognition,3.3,4,0.5,28.8
2021-Q2,People,,REC3,My contributions are valued by my team and leadership.,Recognition,3.3,4,0.53,28.8
2021-Q2,People,,RES1,I have access to the tools and technology I need to do my job effectively.,Resources & Enablement,3.5,4,0.59,28.8
2021-Q2,People,,RES2,I have the information and context I need to make good decisions in my role.,Resources & Enablement,3.5,4,0.59,28.8
2021-Q2,People,,RES3,Our team processes and workflows enable me to do my best work.,Resources & Enablement,3.5,4,0.6,28.8
2021-Q2,People,,WLB1,I am able to maintain a healthy balance between my work and personal life.,Work-Life Balance,3.3,4,0.48,28.8
2021-Q2,People,,WLB2,My workload is manageable and sustainable.,Work-Life Balance,3.3,4,0.49,28.8
2021-Q2,People,,WLB3,I feel supported when I need to take time off for personal reasons.,Work-Life Balance,3.3,4,0.49,28.8
2021-Q2,Product,,CGD1,I have access to the learning and development opportunities I need to grow in my career.,Career Growth & Development,3.7,6,0.67,41.2
2021-Q2,Product,,CGD2,I can see a clear path for my career progression at this company.,Career Growth & Development,3.7,6,0.68,41.2
2021-Q2,Product,,CGD3,The work I do is meaningful and contributes to my professional growth.,Career Growth & Development,3.7,6,0.67,41.2
2021-Q2,Product,,COM1,I receive clear and timely communication about company strategy and direction.,Communication,3.3,6,0.48,41.2
2021-Q2,Product,,COM2,I understand how my work contributes to the company's goals.,Communication,3.3,6,0.48,41.2
2021-Q2,Product,,COM3,Cross-team communication and collaboration is effective.,Communication,3.3,6,0.45,41.2
2021-Q2,Product,,CUL1,I feel a strong sense of belonging at this company.,Company Culture,3.8,6,0.71,41.2
2021-Q2,Product,,CUL2,The company's values are reflected in how we operate day-to-day.,Company Culture,3.8,6,0.73,41.2
2021-Q2,Product,,CUL3,I trust the leadership team to make good decisions for the company.,Company Culture,3.8,6,0.74,41.2
2021-Q2,Product,,ENG1,I would recommend this company as a great place to work.,Employee Engagement,3.7,6,0.69,41.2
2021-Q2,Product,,ENG2,I see myself still working here in two years.,Employee Engagement,3.7,6,0.67,41.2
2021-Q2,Product,,ENG3,I am proud to tell others I work at this company.,Employee Engagement,3.7,6,0.64,41.2
2021-Q2,Product,,ENG4,I feel motivated to go above and beyond what is expected of me.,Employee Engagement,3.7,6,0.66,41.2
2021-Q2,Product,,MGE1,My manager gives me regular and meaningful feedback on my work.,Manager Effectiveness,3.9,6,0.71,41.2
2021-Q2,Product,,MGE2,My manager supports my professional development and career growth.,Manager Effectiveness,3.9,6,0.72,41.2
2021-Q2,Product,,MGE3,My manager keeps me informed about how my work connects to the broader picture.,Manager Effectiveness,3.9,6,0.75,41.2
2021-Q2,Product,,MGE4,My manager creates an environment where I feel comfortable raising concerns.,Manager Effectiveness,3.9,6,0.72,41.2
2021-Q2,Product,,MGE5,My manager treats all team members fairly and equitably.,Manager Effectiveness,3.9,6,0.73,41.2
2021-Q2,Product,,REC1,I receive adequate recognition when I do good work.,Recognition,3.3,6,0.52,41.2
2021-Q2,Product,,REC2,Recognition at this company is given fairly and consistently.,Recognition,3.3,6,0.5,41.2
2021-Q2,Product,,REC3,My contributions are valued by my team and leadership.,Recognition,3.3,6,0.5,41.2
2021-Q2,Product,,RES1,I have access to the tools and technology I need to do my job effectively.,Resources & Enablement,4.0,6,0.83,41.2
2021-Q2,Product,,RES2,I have the information and context I need to make good decisions in my role.,Resources & Enablement,4.0,6,0.78,41.2
2021-Q2,Product,,RES3,Our team processes and workflows enable me to do my best work.,Resources & Enablement,4.0,6,0.79,41.2
2021-Q2,Product,,WLB1,I am able to maintain a healthy balance between my work and personal life.,Work-Life Balance,3.5,6,0.59,41.2
2021-Q2,Product,,WLB2,My workload is manageable and sustainable.,Work-Life Balance,3.5,6,0.58,41.2
2021-Q2,Product,,WLB3,I feel supported when I need to take time off for personal reasons.,Work-Life Balance,3.5,6,0.59,41.2
2021-Q2,Sales,,CGD1,I have access to the learning and development opportunities I need to grow in my career.,Career Growth & Development,3.1,12,0.4,15.1
2021-Q2,Sales,,CGD2,I can see a clear path for my career progression at this company.,Career Growth & Development,3.1,12,0.44,15.1
2021-Q2,Sales,,CGD3,The work I do is meaningful and contributes to my professional growth.,Career Growth & Development,3.1,12,0.41,15.1
2021-Q2,Sales,,COM1,I receive clear and timely communication about company strategy and direction.,Communication,3.5,12,0.53,15.1
2021-Q2,Sales,,COM2,I understand how my work contributes to the company's goals.,Communication,3.5,12,0.57,15.1
2021-Q2,Sales,,COM3,Cross-team communication and collaboration is effective.,Communication,3.5,12,0.56,15.1
2021-Q2,Sales,,CUL1,I feel a strong sense of belonging at this company.,Company Culture,3.8,12,0.69,15.1
2021-Q2,Sales,,CUL2,The company's values are reflected in how we operate day-to-day.,Company Culture,3.8,12,0.73,15.1
2021-Q2,Sales,,CUL3,I trust the leadership team to make good decisions for the company.,Company Culture,3.8,12,0.72,15.1
2021-Q2,Sales,,ENG1,I would recommend this company as a great place to work.,Employee Engagement,3.8,12,0.75,15.1
2021-Q2,Sales,,ENG2,I see myself still working here in two years.,Employee Engagement,3.8,12,0.75,15.1
2021-Q2,Sales,,ENG3,I am proud to tell others I work at this company.,Employee Engagement,3.8,12,0.73,15.1
2021-Q2,Sales,,ENG4,I feel motivated to go above and beyond what is expected of me.,Employee Engagement,3.8,12,0.71,15.1
2021-Q2,Sales,,MGE1,My manager gives me regular and meaningful feedback on my work.,Manager Effectiveness,3.9,12,0.76,15.1
2021-Q2,Sales,,MGE2,My manager supports my professional development and career growth.,Manager Effectiveness,3.9,12,0.76,15.1
2021-Q2,Sales,,MGE3,My manager keeps me informed about how my work connects to the broader picture.,Manager Effectiveness,3.9,12,0.74,15.1
2021-Q2,Sales,,MGE4,My manager creates an environment where I feel comfortable raising concerns.,Manager Effectiveness,3.9,12,0.7,15.1
2021-Q2,Sales,,MGE5,My manager treats all team members fairly and equitably.,Manager Effectiveness,3.9,12,0.74,15.1
2021-Q2,Sales,,REC1,I receive adequate recognition when I do good work.,Recognition,3.0,12,0.36,15.1
2021-Q2,Sales,,REC2,Recognition at this company is given fairly and consistently.,Recognition,3.0,12,0.37,15.1
2021-Q2,Sales,,REC3,My contributions are valued by my team and leadership.,Recognition,3.0,12,0.33,15.1
2021-Q2,Sales,,RES1,I have access to the tools and technology I need to do my job effectively.,Resources & Enablement,3.7,12,0.66,15.1
2021-Q2,Sales,,RES2,I have the information and context I need to make good decisions in my role.,Resources & Enablement,3.7,12,0.67,15.1
2021-Q2,Sales,,RES3,Our team processes and workflows enable me to do my best work.,Resources & Enablement,3.7,12,0.68,15.1
2021-Q2,Sales,,WLB1,I am able to maintain a healthy balance between my work and personal life.,Work-Life Balance,3.1,12,0.4,15.1
2021-Q2,Sales,,WLB2,My workload is manageable and sustainable.,Work-Life Balance,3.1,12,0.4,15.1
2021-Q2,Sales,,WLB3,I feel supported when I need to take time off for personal reasons.,Work-Life Balance,3.1,12,0.41,15.1
2021-Q3,Customer Success,,CGD1,I have access to the learning and development opportunities I need to grow in my career.,Career Growth & Development,3.5,21,0.6,35.1
2021-Q3,Customer Success,,CGD2,I can see a clear path for my career progression at this company.,Career Growth & Development,3.5,21,0.57,35.1
2021-Q3,Customer Success,,CGD3,The work I do is meaningful and contributes to my professional growth.,Career Growth & Development,3.5,21,0.6,35.1
2021-Q3,Customer Success,,COM1,I receive clear and timely communication about company strategy and direction.,Communication,3.3,21,0.49,35.1
2021-Q3,Customer Success,,COM2,I understand how my work contributes to the company's goals.,Communication,3.4,21,0.53,35.1
2021-Q3,Customer Success,,COM3,Cross-team communication and collaboration is effective.,Communication,3.4,21,0.5,35.1
2021-Q3,Customer Success,,CUL1,I feel a strong sense of belonging at this company.,Company Culture,4.1,21,0.89,35.1
2021-Q3,Customer Success,,CUL2,The company's values are reflected in how we operate day-to-day.,Company Culture,4.2,21,0.9,35.1
2021-Q3,Customer Success,,CUL3,I trust the leadership team to make good decisions for the company.,Company Culture,4.1,21,0.87,35.1
2021-Q3,Customer Success,,ENG1,I would recommend this company as a great place to work.,Employee Engagement,3.8,21,0.72,35.1
2021-Q3,Customer Success,,ENG2,I see myself still working here in two years.,Employee Engagement,3.8,21,0.7,35.1
2021-Q3,Customer Success,,ENG3,I am proud to tell others I work at this company.,Employee Engagement,3.7,21,0.68,35.1
2021-Q3,Customer Success,,ENG4,I feel motivated to go above and beyond what is expected of me.,Employee Engagement,3.8,21,0.7,35.1
2021-Q3,Customer Success,,MGE1,My manager gives me regular and meaningful feedback on my work.,Manager Effectiveness,4.1,21,0.86,35.1
2021-Q3,Customer Success,,MGE2,My manager supports my professional development and career growth.,Manager Effectiveness,4.1,21,0.84,35.1
2021-Q3,Customer Success,,MGE3,My manager keeps me informed about how my work connects to the broader picture.,Manager Effectiveness,4.1,21,0.82,35.1
2021-Q3,Customer Success,,MGE4,My manager creates an environment where I feel comfortable raising concerns.,Manager Effectiveness,4.1,21,0.84,35.1
2021-Q3,Customer Success,,MGE5,My manager treats all team members fairly and equitably.,Manager Effectiveness,4.1,21,0.82,35.1
2021-Q3,Customer Success,,REC1,I receive adequate recognition when I do good work.,Recognition,3.4,21,0.53,35.1
2021-Q3,Customer Success,,REC2,Recognition at this company is given fairly and consistently.,Recognition,3.3,21,0.52,35.1
2021-Q3,Customer Success,,REC3,My contributions are valued by my team and leadership.,Recognition,3.4,21,0.51,35.1
2021-Q3,Customer Success,,RES1,I have access to the tools and technology I need to do my job effectively.,Resources & Enablement,3.8,21,0.7,35.1
2021-Q3,Customer Success,,RES2,I have the information and context I need to make good decisions in my role.,Resources & Enablement,3.8,21,0.69,35.1
2021-Q3,Customer Success,,RES3,Our team processes and workflows enable me to do my best work.,Resources & Enablement,3.8,21,0.69,35.1
2021-Q3,Customer Success,,WLB1,I am able to maintain a healthy balance between my work and personal life.,Work-Life Balance,3.5,21,0.58,35.1
2021-Q3,Customer Success,,WLB2,My workload is manageable and sustainable.,Work-Life Balance,3.5,21,0.56,35.1
2021-Q3,Customer Success,,WLB3,I feel supported when I need to take time off for personal reasons.,Work-Life Balance,3.5,21,0.58,35.1
2021-Q3,Engineering,,CGD1,I have access to the learning and development opportunities I need to grow in my career.,Career Growth & Development,3.4,47,0.55,26.5
2021-Q3,Engineering,,CGD2,I can see a clear path for my career progression at this company.,Career Growth & Development,3.4,47,0.57,26.5
2021-Q3,Engineering,,CGD3,The work I do is meaningful and contributes to my professional growth.,Career Growth & Development,3.5,47,0.57,26.5
2021-Q3,Engineering,,COM1,I receive clear and timely communication about company strategy and direction.,Communication,3.5,47,0.57,26.5
2021-Q3,Engineering,,COM2,I understand how my work contributes to the company's goals.,Communication,3.6,47,0.58,26.5
2021-Q3,Engineering,,COM3,Cross-team communication and collaboration is effective.,Communication,3.5,47,0.59,26.5
2021-Q3,Engineering,,CUL1,I feel a strong sense of belonging at this company.,Company Culture,4.0,47,0.81,26.5
2021-Q3,Engineering,,CUL2,The company's values are reflected in how we operate day-to-day.,Company Culture,4.0,47,0.82,26.5
2021-Q3,Engineering,,CUL3,I trust the leadership team to make good decisions for the company.,Company Culture,4.0,47,0.83,26.5
2021-Q3,Engineering,,ENG1,I would recommend this company as a great place to work.,Employee Engagement,3.7,47,0.7,26.5
2021-Q3,Engineering,,ENG2,I see myself still working here in two years.,Employee Engagement,3.8,47,0.73,26.5
2021-Q3,Engineering,,ENG3,I am proud to tell others I work at this company.,Employee Engagement,3.8,47,0.72,26.5
2021-Q3,Engineering,,ENG4,I feel motivated to go above and beyond what is expected of me.,Employee Engagement,3.7,47,0.69,26.5
2021-Q3,Engineering,,MGE1,My manager gives me regular and meaningful feedback on my work.,Manager Effectiveness,3.9,47,0.77,26.5
2021-Q3,Engineering,,MGE2,My manager supports my professional development and career growth.,Manager Effectiveness,3.9,47,0.76,26.5
2021-Q3,Engineering,,MGE3,My manager keeps me informed about how my work connects to the broader picture.,Manager Effectiveness,3.9,47,0.74,26.5
2021-Q3,Engineering,,MGE4,My manager creates an environment where I feel comfortable raising concerns.,Manager Effectiveness,3.9,47,0.74,26.5
2021-Q3,Engineering,,MGE5,My manager treats all team members fairly and equitably.,Manager Effectiveness,4.0,47,0.75,26.5
2021-Q3,Engineering,,REC1,I receive adequate recognition when I do good work.,Recognition,3.1,47,0.43,26.5
2021-Q3,Engineering,,REC2,Recognition at this company is given fairly and consistently.,Recognition,3.1,47,0.42,26.5
2021-Q3,Engineering,,REC3,My contributions are valued by my team and leadership.,Recognition,3.1,47,0.43,26.5
2021-Q3,Engineering,,RES1,I have access to the tools and technology I need to do my job effectively.,Resources & Enablement,4.1,47,0.86,26.5
2021-Q3,Engineering,,RES2,I have the information and context I need to make good decisions in my role.,Resources & Enablement,4.1,47,0.81,26.5
2021-Q3,Engineering,,RES3,Our team processes and workflows enable me to do my best work.,Resources & Enablement,4.0,47,0.83,26.5
2021-Q3,Engineering,,WLB1,I am able to maintain a healthy balance between my work and personal life.,Work-Life Balance,3.3,47,0.48,26.5
2021-Q3,Engineering,,WLB2,My workload is manageable and sustainable.,Work-Life Balance,3.3,47,0.5,26.5
